antiquewhite4	blue	blue2	brown	coral1	cyan	darkgreen	darkmagenta	darkviolet	firebrick4	floralwhite	grey60	mediumpurple2	orangered3	pink	plum	plum2	skyblue	skyblue1	steelblue	thistle2
	C16orf72		FAM24B			LOC400043	ACOT4			ZNF295-AS1	ZNF664-FAM101A									
	LOC101927131		C10orf88			ZNF385A	PNMA1			UMODL1	THRIL									
	LITAF		PSTK			ITGA7	LOC100506476			UMODL1-AS1	SFSWAP									
	CPPED1		IKZF5			BLOC1S1	COQ6			TMPRSS3	EP400									
	MIR4718		ACADSB			BLOC1S1-RDH5	ABCD4			RSPH1	EP400NL									
	ACSM2A		BUB3			MMP19	SYNDIG1L			LOC101928233	DDX51									
	ACSM2B		OAT			RAB5B	NPC2			ERVH48-1	MIR6763									
	IGSF6		METTL10			RPS26	MIR4709			CRYAA	POLE									
	PRKCB		FAM175B			RPL41	ISCA2			LINC00322	GOLGA3									
	CACNG3		ZRANB1			MYL6B	EIF2B2			LINC00313	CHFR									
	LINC01567		TEX36			NABP2	TMED10			MIR6070	LINC00417									
	FLJ21408		EDRF1			ANKRD52	LOC102724153			LOC642852	PSPC1									
	ZNF267		EDRF1-AS1			NAB2	C14orf1			C21orf58	XPO4									
	ENPP7P13		MMP21			STAT6	TGFB3			SLC25A18	ZDHHC20									
	ABCC12		MIR4484			LRP1	VIPAS39			LOC101929372	SACS									
	C16orf78		BCCIP			LRP1-AS	AHSA1			SEPT5	ATP12A									
	LOC101927272		DHX32			NXPH4	SLIRP			SEPT5-GP1BB	CDK8									
	NOD2		ADAM12			SHMT2	ADCK1			GP1BB	WASF3									
	LOC101927334		FAM196A			MBD6	LOC101928767			MIR185	USP12									
	C16orf97		GLRX3			OS9	FOXN3-AS1			LOC388849	SNORD102									
	LINC00919		KRTAP5-AS1			AGAP2-AS1	C14orf159			SCARF2	PAN3									
	LOC102467079		KCNQ1OT1			MARCH9	FBLN5			TUBA3FP	SLC7A1									
	LOC643802		SNORA54			CTDSP2	NDUFB1			P2RX6	N4BP2L2-IT2									
	LPCAT2		ZNF195			LLPH-AS1	LGMN			FAM230B	FREM2									
	SLC6A2		LOC101927708			TMEM119	OTUB2			RSPH14	PROSER1									
	CES5A		NUP98			SVOP	IFI27L1			GNAZ	TPTE2P5									
	LOC283856		RRM1			FOXN4	IFI27			RAB36	DGKH									
	MT1A		UBQLNL			MMAB	SERPINA10			C22orf15	AKAP11									
	LOC388282		TRIM6			MVK	GLRX5			DERL3	LINC00400									
	BEAN1		TRIM6-TRIM34			FAM222A	TCL1A			GSTTP1	TSC22D1-AS1									
	CKLF		TRIM34			TRPV4	LINC01550			CCDC157	LINC00330									
	CKLF-CMTM1		TRIM5			MIR4497	HHIPL1			KIAA1656	TPT1-AS1									
	CMTM2		TRIM22			FAM109A	DEGS2			SEC14L3	SLC25A30									
	CA7		OR52N4			ERP29	LINC00239			SDC4P	LRCH1									
	DPEP3		GVINP1			DTX1	CINP			SEC14L4	SERPINE3									
	DPEP2		ZNF215			RASAL1	ANKRD9			SFI1	ATP7B									
	LOC100131303		NLRP14			DDX54	LINC00605			MIR6069	MRPS31P5									
	SNORD71		OLFML1			RITA1	APOPT1			IFT27	THSD1									
	LINC01568		LOC283299			PLBD2	ZFYVE21			ANKRD54	HNRNPA1L2									
	CNTNAP4		RIC3			MAP1LC3B2	C14orf2			FAM227A	TBC1D4									
	ADAMTS18		LMO1			C12orf49	SIVA1			CBY1	KCTD12									
	CLEC3A		LOC102724784			CCDC64	CDCA4			DNAL4	MYCBP2									
	LINC01227		TMEM9B			RAB35	NUDT14			LOC100506472	MYCBP2-AS1									
	MIR7854		NRIP3			RPLP0	LOC100507437			XPNPEP3	RBM26									
	PLCG2		TMEM41B			PXN-AS1	NDN			EP300-AS1	LOC101927248									
	LOC101928417		LOC644656			PXN	SNRPN			LOC100506679	RAP2A									
	NECAB2		ZNF143			PLA2G1B	SNURF			RIBC2	IPO5									
	LINC00311		WEE1			CABP1	NDNL2			MLC1	FARP1									
	LINC01081		SWAP70			ACADS	CHRNA7			DENND6B	STK24									
	FENDRR		SBF2-AS1			HNF1A	LOC100996255			ODF3B	DOCK9									
	LOC440390		SBF2			TMEM120B	NOP10			RPL23AP82	DOCK9-AS2									
	MIR6775		LOC101928008			RHOF	GPR176			RABL2B	LINC01232									
	FAM157C		RNF141			SETD1B	SRP14			IL5RA	CLYBL									
	TUSC5		CTR9			B3GNT4	SRP14-AS1			SSUH2	BIVM									
	OR1A2		EIF4G2			HCAR1	C15orf57			SRGAP3	MYO16-AS1									
	OR3A2		LOC101928053			HIP1R	RPUSD2			LOC101927416	IRS2									
	OR3A4P		ZBED5			VPS37B	GCHFR			LOC401052	CARKD									
	OR1E1		USP47			ABCB9	DNAJC17			TIMP4	ING1									
	SPATA22		MIR6124			OGFOD2	PPP1R14D			TPRXL	LINC00346									
	TRPV3		ARNTL			ARL6IP4	RHOV			LINC01267	LINC00431									
	P2RX1		BTBD10			PITPNM2	OIP5			COLQ	ARHGEF7									
	LOC339166		FAR1			RILPL1	RPAP1			DLEC1	ATP11A									
	ALOX12		RRAS2			CCDC92	EHD4-AS1			ACVR2B	MCF2L-AS1									
	TMEM95		COPB1			NCOR2	TMEM62			TTC21A	MIR8075									
	ATP1B2		PSMA1			SCARB1	EPB42			MOBP	GRTP1									
	MIR4314		SOX6			UBC	LCMT2			HHATL	GRTP1-AS1									
	RNF222		C11orf58			DHX37	SERF2			CCDC13	DCUN1D2									
	NDEL1		PIK3C2A			ULK1	HYPK			CCDC13-AS1	TMCO3									
	SPDYE4		NUCB2			PUS1	SORD			PRSS45	TFDP1									
	LOC644070		SAAL1			NOC4L	SQRDL			KIF9-AS1	MIR548AR									
	GLP2R		HPS5			FBRSL1	DUT			KIF9	UPF3A									
	MYH13		GTF2H1			PGAM5	BCL2L10			MIR711	CHAMP1									
	MYH8		LDHA			IL17D	ANXA2			P4HTM	TEP1									
	MYH4		TSG101			LATS2	C2CD4A			BSN-AS2	LINC00641									
	LINC00670		UEVLD			LINC01046	C2CD4B			CDHR4	CHD8									
	FAM27L		SPTY2D1-AS1			C1QTNF9	CA12			ZMYND10	SNORD9									
	FLJ36000		SPTY2D1			RASL11A	LOC102723344			DNAH1	RAB2B									
	CRLF3		ZDHHC13			SLC25A15	FBXL22			ITIH4	TOX4									
	EVI2B		E2F8			MIR621	FAM96A			ITIH4-AS1	ACIN1									
	EVI2A		LOC100126784			OR7E37P	SNX22			LINC00506	PPP1R3E									
	LOC101927239		HTATIP2			SERP2	PPIB			IMPG2	BCL2L2									
	SLC35G3		PRMT3			TPT1	KIAA0101			HHLA2	BCL2L2-PABPN1									
	LYZL6		FANCF			SLC25A30-AS1	OAZ2			MYH15	PABPN1									
	DUSP14		GAS2			SPERT	PIF1			TAGLN3	TSSK4									
	CWC25		SVIP			MIR3613	ANKDD1A			TMPRSS7	ADCY4									
	MIR4727		ANO3			SOX21	SPG21			CD200	KHNYN									
	ARL5C		MUC15			RAB20	MTFMT			LOC101929694	FOXG1									
	KRT24		SLC5A12			MCF2L	PDCD7			POPDC2	STRN3									
	KRTAP3-3		BBOX1			F10	PARP16			NR1I2	AP4S1									
	KRTAP4-8		BBOX1-AS1			LAMP1	IQCH-AS1			GPR156	HECTD1									
	KRTAP4-4		LGR4			TMEM255B	C15orf61			ROPN1	DTD2									
	KRTAP9-3		LIN7C			GAS6-AS1	EWSAT1			ALDH1L1-AS1	FOXA1									
	KRTAP9-8		BDNF-AS			GAS6	THSD4-AS1			CCDC37	PNN									
	KRTAP9-4		MIR8087			CCNB1IP1	ADPGK			UROC1	LINC01588									
	KRTAP9-9		LINC00678			APEX1	ADPGK-AS1			LINC01471	L2HGDH									
	KRT33A		BDNF			TMEM55B	LOXL1-AS1			RUVBL1	ATP5S									
	KRT34		KIF18A			ANG	LOXL1			LOC653712	GNPNAT1									
	KRT31		MIR610			RNASE1	UBL7			EFCC1	SAMD4A									
	LOC100505782		METTL15			MIR6717	UBL7-AS1			RPL32P3	SOCS4									
	KRT37		ARL14EP			ARHGEF40	CLK3			EFCAB12	ATG14									
	KRT36		MPPED2			ZNF219	EDC3			IFT122	PSMA3-AS1									
	KRT13		DCDC1			SALL2	ULK3			H1FOO	PPM1A									
	KCNH4		DNAJC24			OXA1L	MIR6882			FAM86HP	C14orf39									
	LINC00671		ELP4			MMP14	SCAMP2			RAB6B	SIX4									
	G6PC		PAX6			LRP10	MPI			EPHB1	SYNE2									
	SOST		RCN1			MIR4707	COX5A			DZIP1L	MIR4706									
	C17orf105		EIF3M			AJUBA	RPP25			NME9	FUT8-AS1									
	MAPT-IT1		CCDC73			C14orf93	PTPN9			PFN2	PLEKHH1									
	HOXB8		DEPDC7			CDH24	SNUPN			LOC646903	ZFYVE26									
	HOXB9		CSTF3			SLC7A8	IMP3			ERICH6	EXD2									
	GIP		HIPK3			SLC22A17	WDR61			ERICH6-AS1	SLC39A9									
	FLJ40194		KIAA1549L			EFS	CRABP1			IL12A-AS1	PLEKHD1									
	TMEM92-AS1		FBXO3			DHRS4-AS1	CHRNA5			LINC01324	TTC9									
	LOC440446		CAPRIN1			DHRS4	CHRNA3			KLHL6	MAP3K9									
	KIF2B		CAT			DHRS4L2	CHRNB4			SST	PCNX									
	CCDC182		ELF5			DHRS4L1	TMED3			DPPA2P3	DCAF4									
	LOC101927666		EHF			LRRC16B	FAH			GP5	RBM25									
	OR4D1		APIP			NRL	ABHD17C			APOD	PAPLN									
	LPO		PDHX			DCAF11	STARD5			TCTEX1D2	HEATR4									
	MIR4736		CD44			FITM1	AP3B2			TM4SF19-TCTEX1D2	ELMSAN1									
	VMP1		SLC1A2			EMC9	C15orf40			TM4SF19-AS1	LTBP2									
	MIR21		TRIM44			RNF31	BNC1			TM4SF19	AREL1									
	CA4		TRAF6			IPO4	NMB			PDE6B	FCF1									
	USP32		LRRC4C			NOP9	SEC11A			CFAP99	YLPM1									
	SCARNA20		API5			CIDEB	MRPL46			CCDC96	PROX2									
	GH2		TTC17			LTB4R2	MRPS11			USP17L17	NEK9									
	GH1		HSD17B12			LTB4R	DET1			USP17L19	GPATCH2L									
	SCN4A		ALKBH3			RIPK3	MESP1			USP17L9P	TMED8									
	ERN1		SEC14L1P1			NFATC4	IDH2			CC2D2A	SPTLC2									
	GNA13		ALKBH3-AS1			NYNRIN	CIB1			FGFBP2	GTF2A1									
	APOH		HARBI1			CBLN3	NGRN			ADGRA3	STON2									
	MIR634		FNBP4			ARHGAP5-AS1	HDDC3			GBA3	PTPN21									
	CACNG5		NUP160			NKX2-8	LOC101926911			LOC101060498	EML5									
	LOC100134391		FOLH1			RPS29	FAM174B			SPATA18	FOXN3									
	LOC400620		LOC441601			PLEKHG3	LRRC28			ARL9	FOXN3-AS2									
	CD300LB		CLP1			SPTB	LYSMD4			IGFBP7-AS1	NRDE2									
	CD300LD		BTBD18			RAB15	VIMP			EPGN	CPSF2									
	C17orf77		GLYATL1			TMEM229B	POLR3K			SHROOM3	BTBD7									
	SMIM5		LOC101927204			SUSD6	SNRNP25			ADH6	UNC79									
	H3F3B		OSBP			SMOC1	RHBDF1			C4orf17	DDX24									
	MIR4738		MIR3162			ACOT1	HBQ1			PRSS12	DICER1									
	LOC100507351		MS4A6A			DLST	RGS11			LOC100996694	DICER1-AS1									
	TMEM235		MS4A4A			RPS6KL1	STUB1			LOC101927282	ATG2B									
	DNAH17-AS1		NXF1			JDP2	JMJD8			LOC101927636	SETD3									
	C1QTNF1-AS1		ATL3			BATF	FAM173A			C4orf51	YY1									
	HP09025		NEAT1			LOC100506603	GNG13			LOC101928509	DYNC1H1									
	LOC102723376		MALAT1			ANGEL1	TSR3			LRP2BP	ZNF839									
	MIR8078		MIR7113			IRF2BPL	GNPTG			ANKRD37	RCOR1									
	SMCHD1		MIR4691			TMEM63C	C16orf91			CCDC110	TRAF3									
	DLGAP1-AS2		MIR6753			NGB	MRPS34			FAM149A	CDC42BPB									
	C18orf42		SUV420H1			GSTZ1	HAGH			TERT	KLC1									
	EPB41L3		ZNF705E			CCDC88C	NDUFB10			LINC01018	PPP1R13B									
	MIR3976HG		LOC100133315			ITPK1	SNHG9			C5orf49	AHNAK2									
	TXNDC2		LOC100129216			IFI27L2	SNORA78			LOC729506	MIR6765									
	LINC01255		FCHSD2			SERPINA3	SYNGR3			ROPN1L	MIR4538									
	MIR7153		RAB6A			SYNE3	RAB26			MIR6131	HERC2P3									
	MC5R		PGM2L1			BDKRB1	PGP			ADAMTS12	LOC646214									
	MC2R		POLD3			CCNK	ECI1			LOC257396	REREP3									
	POTEC		CHRDL2			CCDC85C	RNPS1			LOC101928885	CYFIP1									
	LINC01443		RNF169			EVL	CCNF			LOC102503427	WHAMMP3									
	LOC644669		XRRA1			SLC25A29	MIR6768			DMGDH	GOLGA8IP									
	NOL4		SPCS2			SLC25A47	KCTD5			BHMT2	HERC2P2									
	MAPRE2		UVRAG			WDR25	SRRM2-AS1			LINC01455	HERC2P7									
	GALNT1		C11orf30			BEGAIN	TCEB2			LINC01554	GOLGA8EP									
	MIR5583-2		ACER3			TECPR2	ZG16B			FAM174A	GOLGA8S									
	MIR5583-1		AQP11			AMN	ZNF213-AS1			LINC01170	PWAR5									
	SKOR2		CLNS1A			EXOC3L4	ZNF263			LOC101927460	SNORD64									
	MIR4527		RSF1			TNFAIP2	GLIS2-AS1			LOC101927488	SNORD108									
	LOC100287225		INTS4			CKB	VASN			IL4	SNORD116-4									
	BOD1L2		RNU6-83P			TRMT61A	DNAJA3			LOC101927934	SNORD116-19									
	ST8SIA3		THRSP			XRCC3	HMOX2			SNHG4	SNORD116-17									
	ONECUT2		ALG8			KIF26A	NUDT16L1			SLC23A1	SNORD116-20									
	ALPK2		NARS2			INF2	NAGPA-AS1			SPATA24	SNORD116-21									
	GRP		MIR708			AKT1	EEF2KMT			NRG2	SNORD116-24									
	RAX		MIR5579			ZBTB42	METTL22			PCDHB1	OCA2									
	PMAIP1		DDIAS			LINC00638	TMEM186			IL17B	HERC2									
	SERPINB12		RAB30			CEP170B	NUBP1			PDE6A	HERC2P9									
	LINC01538		RAB30-AS1			PLD4	DEXI			FAXDC2	GOLGA8M									
	CDH19		PCF11			LOC102723354	RMI2			FABP6	WHAMMP2									
	LOC101060542		CCDC90B			JAG2	BFAR			LOC101927969	PDCD6IPP2									
	GTSCR1		TMEM126B			BRF1	GDE1			FAM153B	GOLGA8J									
	FAM69C		TMEM126A			BTBD6	KNOP1			LOC100507387	ULK4P3									
	SMIM21		CREBZF			PACS2	GPRC5B			CDHR2	GOLGA8T									
	LOC339298		SYTL2			TEX22	TMEM159			PRR7	CHRFAM7A									
	LOC400661		PICALM			MTA1	ZP2			BTNL9	GOLGA8R									
	GALR1		EED			CRIP2	CRYM			MIR6720	ULK4P2									
	LINC01029		FZD4			C14orf80	COG7			C6orf52	ULK4P1									
	SALL3		TMEM135			TMEM121	EARS2			KDM1B	GOLGA8H									
	ELANE		CTSC			MIR1268A	NDUFAB1			KIAA0319	LOC100288637									
	MIR7850		NOX4			ATP10A	PLK1			ZNRD1-AS1	FAN1									
	ZNF556		CHORDC1			LOC100289656	LCMT1			LY6G5C	MTMR10									
	ATCAY		SLC36A4			KLF13	NSMCE1			MSH5-SAPCD1	LOC283710									
	CREB3L3		CEP295			OTUD7A	NUPR1			SAPCD1	GOLGA8K									
	MIR7-3HG		SCARNA9			SCG5	TUFM			SAPCD1-AS1	GOLGA8O									
	TNFSF9		SNORA25			LPCAT4	MIR4721			VWA7	WHAMMP1									
	TNFSF14		TAF1D			BMF	KIF22			HSPA1L	GOLGA8N									
	MCEMP1		C11orf54			PAK6	PAGR1			NOTCH4	FMN1									
	CLEC4M		MED17			C15orf56	TMEM219			MIR219A1	AVEN									
	OR2Z1		VSTM5			INAFM2	ALDOA			SYNGAP1	CHRM5									
	OR7D4		PANX1			PHGR1	PPP4C			MIR5004	NUTM1									
	ZNF560		MIR548L			DISP2	MYLPF			GRM4	GOLGA8A									
	RDH8		ANKRD49			BAHD1	ZNF771			TCP11	MIR1233-1									
	MIR5589		CWC15			CHST14	DCTPP1			FKBP5	MIR1233-2									
	C3P1		ENDOD1			ZFYVE19	ZNF689			LOC285847	GOLGA8B									
	MIR4748		LOC101929295			SPINT1	MIR4519			ARMC12	ANP32AP1									
	TSPAN16		LOC100129203			VPS18	MIR762			PI16	MEIS2									
	EPOR		FAM76B			CHP1	HSD3B7			LOC101929555	SPRED1									
	ELAVL3		CEP57			ITPKA	BCKDK			GNMT	FAM98B									
	CLEC17A		MTMR2			LTK	PRSS36			SLC22A7	EIF2AK4									
	ADGRE3		CCDC82			TYRO3	UBE2MP1			LRRC73	C15orf52									
	ZNF333		JRKL			JMJD7	GPT2			RSPH9	IVD									
	ADGRE2		ARHGAP42			JMJD7-PLA2G4B	ABCC11			TMEM151B	RMDN3									
	OR7A17		BIRC3			EHD4	ZNF423			TCTE1	C15orf62									
	OR7C2		BIRC2			PLA2G4F	AMFR			SPATS1	INO80									
	OR1I1		TMEM123			CDAN1	MT3			ANKRD66	RTF1									
	EPHX3		WTAPP1			CKMT1B	MT2A			MEP1A	MAPKBP1									
	CYP4F8		MMP3			CKMT1A	MT1L			ADGRF2	PLA2G4B									
	OR10H3		MMP12			SERF2-C15ORF63	MT1E			GSTA2	SPTBN5									
	OR10H5		DCUN1D5			MIR1282	MT1M			GSTA1	VPS39									
	OR10H1		PDGFD			SHF	MT1B			GSTA3	CAPN3									
	UCA1		DDI1			RBPMS2	MT1G			LOC101927136	HAUS2									
	OR10H4		MSANTD4			IGDCC4	MT1IP			LINC01564	ZSCAN29									
	LINC00905		KBTBD3			RPL4	MT1X			LGSN	RNU6-28P									
	UNC13A		AASDHPPT			SMAD6	NUP93			ARMC2-AS1	PPIP5K1									
	GOLGA2P9		LOC101928535			CLN6	HERPUD1			LOC100996634	STRC									
	LOC101929164		CWF19L2			CORO2B	ARL2BP			CCDC162P	CATSPER2									
	LOC100420587		ALKBH8			RPLP1	CIAPIN1			PPIL6	SERINC4									
	LOC284395		CUL5			LARP6	COQ9			DDO	EIF3J									
	ZNF536		ACAT1			PKM	DOK4			FAM229B	SPG11									
	THEG5		NPAT			HEXA	USB1			LAMA2	DUOX2									
	LINC01533		KDELC2			CD276	CFAP20			CTGF	DUOX1									
	LOC101927411		EXPH5			C15orf59	GINS3			LINC01013	SECISBP2L									
	LINC00904		DDX10			STOML1	SLC38A7			TCF21	FGF7									
	ATP4A		RDX			PML	GOT2			LOC100507406	FLJ10038									
	PRODH2		FDX1			STRA6	C16orf70			LOC103352541	USP50									
	WDR87		ARHGAP20			ARID3B	EXOC3L1			ZC3H12D	AP4E1									
	NCCRP1		PPP2R1B			CSK	TMEM208			RAET1E	DMXL2									
	SELV		C11orf1			SCAMP5	ATP6V0D1			SYTL3	LOC100422556									
	LOC100129935		DLAT			C15orf39	LOC100505942			MIR3918	LOC100129973									
	LGALS16		SDHD			COMMD4	PARD6A			C6orf99	MYO5C									
	LGALS14		IL18			SNX33	CENPT			PNLDC1	RFX7									
	LINC01480		TEX12			ODF3L1	THAP11			PACRG	ZNF280D									
	CEACAM7		PTS			DNM1P35	NUTF2			DKFZp451B082	LINC00926									
	CEACAM3		PLET1			CIB2	CTRL			PRR18	LIPC									
	LYPD4		LOC283140			ADAMTS7	PSMB10			TCP10L2	SLTM									
	DMRTC2		ZW10			CTSH	DDX28			TCP10	MIR2116									
	MIR4323		USP28			ST20-AS1	DUS2			WDR27	TLN2									
	CEACAM1		HTR3B			MESDC1	CDH3			FLJ38122	HERC1									
	PSG5		RBM7			MEX3B	CIRH1A			DLL1	DAPK2									
	LOC284344		REXO2			GOLGA2P10	VPS4A			GRIFIN	SNX1									
	PSG9		NXPE2			RPS17	COG8			IQCE	CSNK1G1									
	LYPD5		PAFAH1B2			LOC727751	PDF			RADIL	ZNF609									
	MIR4531		MPZL2			LOC102724034	CYB5B			RSPH10B2	UBAP1L									
	GPR4		UBE4A			GOLGA2P7	NQO1			RSPH10B	CILP									
	LOC400706		LOC100131626			LOC642423	WWP2			ZNF853	VWA9									
	CRX		ARCN1			LOC103171574	EXOSC6			WIPF3	SLC24A1									
	SULT2A1		POU2F3			DNM1P41	COG4			INMT	DENND4A									
	SNAR-A4		TBCEL			ZSCAN2	SF3B3			INMT-FAM188B	MAP2K1									
	SNAR-A3		SC5D			ZNF592	VAC14			FAM188B	SNAPC5									
	SNAR-A14		UBASH3B			KLHL25	VAC14-AS1			RP9P	SNORD18C									
	SNAR-A5		VWA5A			AEN	CHST4			DPY19L2P1	SNORD18B									
	SNAR-A9		LOC100507283			MFGE8	ZNF821			POU6F2	SNORD16									
	SNAR-A8		CCDC15			LINC00925	IST1			LINC00265	SMAD3									
	SNAR-A10		TMEM218			KIF7	TXNL4B			NPC1L1	MAP2K5									
	SNAR-A11		CHEK1			MESP2	FA2H			C7orf57	SKOR1									
	SNAR-A7		PUS3			ANPEP	LOC100506281			LOC541473	ANP32A									
	SNAR-A6		FAM118B			AP3S2	MON1B			LOC100101148	PARP6									
	SNAR-C3		LOC101929473			C15orf38-AP3S2	WWOX			TRIM50	CELF6									
	BSPH1		LINC00167			ZNF710	CMC2			FKBP6	ARIH1									
	ELSPBP1		SNX19			SEMA4B	GCSH			ABHD11-AS1	GOLGA6B									
	CARD8		THYN1			GDPGP1	SDR42E1			CLDN3	NEO1									
	CARD8-AS1		KDM5A			CRTC3	HSD17B2			WBSCR27	GOLGA6A									
	ZNF114		CCDC77			CRTC3-AS1	MLYCD			WBSCR28	MIR4513									
	FGF21		RAD52			FURIN	ATP2C2			ELN	GOLGA6C									
	PTH2		ERC1			UNC45A	TLDC1			MAGI2	MIR631									
	SNAR-D		DCP1B			RCCD1	GINS2			RPL13AP17	MAN2C1									
	SHANK1		ITFG2			RGMA	EMC8			DPY19L2P4	SIN3A									
	KLK15		TULP3			LOC440311	COX4I1			TMEM130	CSPG4									
	KLK3		TIGAR			SPATA41	FOXC2-AS1			STAG3	C15orf27									
	KLK2		C12orf4			WASH3P	FOXC2			GATS	LOC101929439									
	KLKP1		RAD51AP1			DDX11L10	C16orf95			ZCWPW1	PEAK1									
	KLK7		AKAP3			MPG	LOC101928737			PCOLCE-AS1	LOC91450									
	KLK8		LOC101929584			NPRL3	IL17C			MUC12	TBC1D2B									
	SIGLEC9		CD163			ITFG3	MVD			LOC102724094	IREB2									
	SIGLECL1		APOBEC1			ARHGDIG	APRT			SERPINE1	HYKK									
	VSIG10L		NANOG			AXIN1	TRAPPC2L			IFT22	LOC646938									
	LIM2		NECAP1			MRPL28	SLC22A31			ORAI2	KIAA1024									
	CEACAM18		M6PR			TMEM8A	DEF8			LRWD1	LINC01314									
	SPACA6P		LOC374443			LOC100134368	GEMIN4			MIR5090	GOLGA6L10									
	FPR2		KLRF1			NME4	GLOD4			MIR4467	UBE2Q2P2									
	VN1R4		CLEC2B			DECR2	RNMTL1			ATXN7L1	GOLGA6L9									
	LOC284379		MAGOHB			RAB11FIP3	TIMM22			CDHR3	GOLGA6L17P									
	MIR527		STYK1			LINC00235	INPP5K			SMKR1	LOC338963									
	MIR371A		YBX3			CAPN15	PITPNA-AS1			LRGUK	WHAMM									
	MIR371B		TAS2R10			MIR5587	PITPNA			SVOPL	HOMER2									
	MIR372		PRH1			MIR3176	DPH1			ATP6V0A4	LOC440300									
	MIR373		TAS2R20			PIGQ	OVCA2			WEE2-AS1	GOLGA6L4									
	MIR935		TAS2R19			RAB40C	MIR6776			WEE2	GOLGA6L5P									
	LILRB3		TAS2R31			WFIKKN1	CTNS			LRRC61	LINC00933									
	LILRA6		TAS2R46			C16orf13	P2RX5-TAX1BP3			WDR86	SCAND2P									
	LILRB2		SMIM10L1			FAM195A	TAX1BP3			WDR86-AS1	ALPK3									
	LILRA5		ETV6			RHOT2	EMC6			LOC285889	GOLGA6L3									
	KIR2DL1		CREBL2			RHBDL1	ITGAE			LINC00244	ABHD2									
	FCAR		APOLD1			WDR24	MED11			MIR153-2	POLG									
	RFPL4A		DDX47			FBXL16	CXCL16			LINC00689	MIR6766									
	NLRP11		GPRC5A			METRN	VMO1			VIPR2	TICRR									
	NLRP4		GPRC5D			NARFL	PSMB6			PRR23D1	PLIN1									
	NLRP13		GSG1			MSLN	SLC25A11			PRR23D2	ARPIN									
	NLRP8		LINC01559			RPUSD1	PFN1			MIR548I3	PRC1-AS1									
	NLRP5		ATF7IP			CHTF18	SPAG7			FAM167A-AS1	VPS33B									
	ZIM2-AS1		PLBD1			PRR25	ZNF232			FAM90A2P	LINC00930									
	MIMT1		PLBD1-AS1			LMF1	RPAIN			FAM86B1	CHD2									
	USP29		GUCY2C			SOX8	C1QBP			FAM66A	NR2F2									
	ZIM3		HIST4H4			SSTR5-AS1	DERL2			DEFB109P1	MIR1469									
	DUXA		SMCO3			SSTR5	FAM64A			FAM90A25P	IRAIN									
	MYT1L-AS1		ART4			UBE2I	TXNDC17			FAM86B2	IGF1R									
	ALLC		ERP27			CCDC154	C17orf100			LOC100506990	PGPEP1L									
	DCDC2C		RERG			CLCN7	RNASEK			LOC729732	SYNM									
	LINC01304		PTPRO			PTX4	RNASEK-C17orf49			SLC7A2	TTC23									
	LINC01249		EPS8			TELO2	ACADVL			LINC01605	MEF2A									
	LINC01105		STRAP			TMEM204	GABARAP			LOC728024	ADAMTS17									
	LOC400940		DERA			HN1L	ELP5			DNAJC5B	PRKXP1									
	LOC101929551		MGST1			NME3	CLDN7			C8orf46	LRRK1									
	LINC00298		PLEKHA5			SPSB3	GPS2			TCF24	LUC7L									
	NTSR2		AEBP2			NUBP2	NAA38			MIR3149	MIR662									
	LPIN1		PYROXD1			IGFALS	LOC284023			LOC101241902	UNKL									
	MIR548S		RECQL			HS3ST6	TRAPPC1			STMN2	CRAMP1L									
	LOC100506457		GOLT1B			RPS2	AURKB			LINC00535	MAPK8IP3									
	LOC100506474		LDHB			SNORA10	RANGRF			MIR3150B	MIR3177									
	LOC101926966		CMAS			TBL3	ODF4			MIR3150A	EME2									
	MYCNUT		ETNK1			NOXO1	CCDC42			LINC01298	SNORA64									
	MYCNOS		LOC101928441			GFER	STX8			C8orf37-AS1	MIR6511B1									
	GACAT3		SOX5			ZNF598	MYHAS			MIR4471	SNORD60									
	FAM49A		MIR920			SLC9A3R2	TMEM220-AS1			ANXA13	ABCA17P									
	LOC645949		LOC101928471			TSC2	LINC00675			MTSS1	NTN3									
	DPYSL5		BCAT1			PKD1	ELAC2			LINC00964	PDPK1									
	PRR30		LYRM5			MIR3180-5	COX10			SQLE	FLJ42627									
	TCF23		KRAS			SNHG19	TRIM16			POU5F1B	ERVK13-1									
	FTH1P3		RASSF8-AS1			TRAF7	ADORA2B			MIR4472-1	SRRM2									
	BRE-AS1		SSPN			CASKIN1	LRRC75A			LY6H	LOC100128770									
	PLB1		ASUN			MLST8	PLD6			RHPN1	MTRNR2L4									
	YPEL5		FGFR1OP2			BRICD5	NT5M			MAPK15	ZNF174									
	EHD3		TM7SF3			E4F1	MED9			MIR6845	SLX4									
	NLRC4		MED21			MIR3677	PEMT			MIR661	CREBBP									
	MYADML		ARNTL2			MIR940	MIR6777			PPP1R16A	LOC102724927									
	QPCT		ARNTL2-AS1			ABCA3	ATPAF2			ARHGAP39	MIR6769A									
	LINC00211		MRPS35			C16orf59	DRG2			GLIS3	GLYR1									
	SLC8A1-AS1		KLHL42			TBC1D24	FLII			IFNA2	UBN1									
	SLC8A1		CCDC91			ATP6V0C	SHMT1			IFT74-AS1	ABAT									
	LHCGR		FAR2			AMDHD2	ALDH3A1			IFNK	USP7									
	FSHR		LOC100506606			CEMP1	DHRS7B			AQP7	ATF7IP2									
	PELI1		ERGIC2			MIR3178	TMEM11			KIF24	EMP2									
